[21-Feb-2023 01:52:45 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[21-Feb-2023 01:52:57 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[21-Feb-2023 15:38:38 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[21-Feb-2023 15:38:38 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[21-Feb-2023 17:01:52 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[23-Feb-2023 21:27:23 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[23-Feb-2023 21:27:23 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[24-Feb-2023 22:24:14 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:28:32 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:34:49 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:38:24 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:40:21 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:42:46 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:45:46 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:49:23 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:52:07 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 22:54:52 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
